word,babylm_freq,babylm_log_freq
contributor,110,4.709530201312334
contributors,61,4.127134385045092
controllability,4,1.6094379124341003
controller,627,6.4425401664681985
controllers,109,4.700480365792417
controversies,93,4.543294782270004
controversy,570,6.3473892096560105
convalescent,72,4.290459441148391
convection,144,4.976733742420574
convenience,391,5.971261839790462
conveniences,55,4.02535169073515
convent,445,6.100318952020064
conventions,155,5.049856007249537
convents,44,3.8066624897703196
convergence,55,4.02535169073515
conversation,7322,8.89877535906107
conversations,655,6.486160788944089
conversion,402,5.998936561946683
conversions,83,4.430816798843313
conveyance,105,4.663439094112067
conveyances,20,3.044522437723423
conviction,594,6.38856140554563
convictions,176,5.176149732573829
convulsions,73,4.30406509320417
cookery,160,5.081404364984463
cookies,3555,8.176391596633795
cooma,4,1.6094379124341003
coon,210,5.351858133476067
cooperation,492,6.20050917404269
cooperations,5,1.791759469228055
cooperatives,24,3.2188758248682006
coordination,143,4.969813299576001
coordinator,176,5.176149732573829
coordinators,53,3.9889840465642745
coots,6,1.9459101490553132
copepods,18,2.9444389791664403
coppice,26,3.295836866004329
coppices,4,1.6094379124341003
copse,112,4.727387818712341
copulation,30,3.4339872044851463
coralline,6,1.9459101490553132
corals,82,4.418840607796598
cordage,40,3.713572066704308
cordials,9,2.302585092994046
corey,274,5.616771097666572
cormorants,24,3.2188758248682006
cornerbacks,3,1.3862943611198906
coronation,414,6.028278520230698
coronations,19,2.995732273553991
corporals,14,2.70805020110221
corporates,5,1.791759469228055
corporations,245,5.5053315359323625
corpses,257,5.552959584921617
correction,299,5.703782474656201
corrections,123,4.820281565605037
correctness,56,4.04305126783455
correlation,154,5.043425116919247
correlations,9,2.302585092994046
correspondence,356,5.877735781779639
correspondents,40,3.713572066704308
corridors,156,5.056245805348308
corrigenda,2,1.0986122886681098
corrosion,58,4.07753744390572
corruption,591,6.3835066348840055
cortana,87,4.477336814478207
corvettes,9,2.302585092994046
cosenza,12,2.5649493574615367
cosmetics,127,4.852030263919617
cosmetology,5,1.791759469228055
cosmogony,10,2.3978952727983707
cosmologists,10,2.3978952727983707
cosmology,68,4.23410650459726
cosmonauts,15,2.772588722239781
cosplay,23,3.1780538303479458
cossack,154,5.043425116919247
cossacks,221,5.402677381872279
cottage,2261,7.724004656676065
cottages,294,5.68697535633982
cottonwoods,16,2.833213344056216
cougars,55,4.02535169073515
councillors,381,5.945420608606575
councilors,23,3.1780538303479458
councils,670,6.508769136971682
counsellors,46,3.8501476017100584
counselor,309,5.736572297479192
counselors,48,3.8918202981106265
counterarguments,2,1.0986122886681098
counterinsurgency,1,0.6931471805599453
counterintelligence,19,2.995732273553991
counterpart,153,5.0369526024136295
counterrevolutionaries,1,0.6931471805599453
counties,1314,7.181591944611865
countries,7333,8.900276348631271
countryman,168,5.1298987149230735
countrymen,454,6.12029741895095
couplets,228,5.43372200355424
coupons,107,4.68213122712422
coups,27,3.332204510175204
courage,3169,8.061486866871327
courier,165,5.111987788356544
couriers,46,3.8501476017100584
coursework,39,3.6888794541139363
courtiers,154,5.043425116919247
courtroom,182,5.209486152841421
courtship,94,4.553876891600541
courtyards,26,3.295836866004329
cousins,1389,7.237059026124737
covalent,52,3.970291913552122
coverage,460,6.133398042996649
coverts,26,3.295836866004329
coves,54,4.007333185232471
cowardice,165,5.111987788356544
cowards,238,5.476463551931511
cowboys,687,6.5337888379333435
coworker,32,3.4965075614664802
coworkers,41,3.7376696182833684
coyotes,169,5.135798437050262
crabapples,3,1.3862943611198906
cracker,1665,7.418180822726788
crackers,1256,7.136483208590247
craftsmanship,32,3.4965075614664802
craftsmen,96,4.574710978503383
craftspeople,6,1.9459101490553132
crags,78,4.3694478524670215
cranberries,94,4.553876891600541
crandall,85,4.454347296253507
crankcase,4,1.6094379124341003
craters,98,4.59511985013459
cravings,40,3.713572066704308
creatinine,5,1.791759469228055
creation,1428,7.264730177929867
creations,125,4.836281906951478
creatives,3,1.3862943611198906
creativity,171,5.147494476813453
creator,661,6.495265555937008
creators,140,4.948759890378168
creature,3136,8.051022208190679
creatures,2378,7.774435510302958
credentials,89,4.499809670330265
credibility,145,4.983606621708336
creditor,42,3.7612001156935624
creditors,94,4.553876891600541
creed,316,5.75890177387728
creeds,41,3.7376696182833684
creeks,287,5.662960480135946
cremation,86,4.465908118654584
crematorium,48,3.8918202981106265
creoles,22,3.1354942159291497
crescents,19,2.995732273553991
crevice,157,5.062595033026967
crevices,102,4.634728988229636
crewmen,34,3.5553480614894135
cricketers,172,5.153291594497779
crimes,1289,7.162397497355718
criminality,6,1.9459101490553132
criminals,690,6.53813982376767
criminology,22,3.1354942159291497
crinoids,12,2.5649493574615367
crises,74,4.31748811353631
crisis,1436,7.270312886079025
criteria,517,6.249975242259483
criticism,808,6.695798917058491
criticisms,144,4.976733742420574
critics,1374,7.226209010100671
cro,58,4.07753744390572
croats,47,3.871201010907891
croc,63,4.1588830833596715
crocodile,2202,7.697575346802343
crocodiles,568,6.343880434126331
crocodilians,15,2.772588722239781
crofters,9,2.302585092994046
croissants,34,3.5553480614894135
cropper,27,3.332204510175204
crossbench,5,1.791759469228055
crossbones,12,2.5649493574615367
crossbow,91,4.5217885770490405
crossbows,20,3.044522437723423
crossfit,5,1.791759469228055
crossings,78,4.3694478524670215
crossover,162,5.093750200806762
crossovers,17,2.8903717578961645
crucifixes,20,3.044522437723423
crucifixion,99,4.605170185988092
cruelty,600,6.398594934535208
cruisers,258,5.556828061699537
crusaders,135,4.912654885736052
crutches,206,5.332718793265369
cryptocurrency,52,3.970291913552122
cryptography,74,4.31748811353631
crypts,20,3.044522437723423
crystalline,115,4.7535901911063645
crystallization,25,3.258096538021482
crystallography,45,3.828641396489095
crystals,346,5.849324779946859
ctenophores,8,2.1972245773362196
cubist,18,2.9444389791664403
cucumbers,191,5.2574953720277815
cuirasses,6,1.9459101490553132
cuirassiers,9,2.302585092994046
cuisines,34,3.5553480614894135
culpability,6,1.9459101490553132
cult,446,6.102558594613569
cultivars,34,3.5553480614894135
cultivators,24,3.2188758248682006
cults,63,4.1588830833596715
cumans,3,1.3862943611198906
cumin,39,3.6888794541139363
cunning,770,6.647688373563329
cupboards,211,5.356586274672012
cupolas,12,2.5649493574615367
curates,9,2.302585092994046
curator,116,4.762173934797756
curators,10,2.3978952727983707
curios,38,3.6635616461296463
curiosities,96,4.574710978503383
curiosity,1477,7.298445101508147
currencies,71,4.276666119016055
currency,506,6.2285110035911835
currents,319,5.768320995793772
curvature,54,4.007333185232471
custody,657,6.489204931325317
custom,1568,7.358193752733032
customer,1265,7.143617602704121
customers,1305,7.174724309836376
customization,15,2.772588722239781
cutlery,109,4.700480365792417
cutscenes,8,2.1972245773362196
cutters,253,5.537334267018537
cuttings,79,4.382026634673881
cuvier,33,3.5263605246161616
cybernetics,25,3.258096538021482
cybersecurity,12,2.5649493574615367
cyclists,91,4.5217885770490405
cyclones,222,5.407171771460119
cyclops,54,4.007333185232471
cylinders,180,5.198497031265826
cylons,72,4.290459441148391
cymbals,101,4.624972813284271
cynicism,37,3.6375861597263857
cytology,9,2.302585092994046
cytoplasm,54,4.007333185232471
cytosine,21,3.091042453358316
czechs,41,3.7376696182833684
dacoits,6,1.9459101490553132
dadaism,14,2.70805020110221
daddy,45305,10.721194753031481
dads,261,5.568344503761097
daffodils,262,5.572154032177765
daggers,97,4.584967478670572
dailies,26,3.295836866004329
dairy,487,6.1903154058531475
daleks,98,4.59511985013459
damme,44,3.8066624897703196
damnation,68,4.23410650459726
dampers,23,3.1780538303479458
dancers,615,6.423246963533519
dandelion,188,5.241747015059643
danes,537,6.2878585601617845
danforth,140,4.948759890378168
danganronpa,12,2.5649493574615367
danger,6434,8.769507120030227
dangers,696,6.546785410760524
danielson,30,3.4339872044851463
daoism,11,2.4849066497880004
darkness,3718,8.22121009392507
darwinism,45,3.828641396489095
dashboard,62,4.143134726391533
databases,96,4.574710978503383
datacenter,7,2.0794415416798357
datto,4,1.6094379124341003
daughters,1904,7.552237287560802
davids,59,4.0943445622221
davies,315,5.755742213586912
dawes,58,4.07753744390572
dawkins,59,4.0943445622221
day,86508,11.36800373375031
daybreak,485,6.186208623900494
daycare,220,5.3981627015177525
daylight,1580,7.365812837209472
days,29523,10.292958770889943
daytime,590,6.3818160174060985
deacons,18,2.9444389791664403
deadlines,37,3.6375861597263857
deadweight,5,1.791759469228055
dealer,612,6.418364935936212
dealers,263,5.575949103146316
dealerships,18,2.9444389791664403
dealings,203,5.318119993844216
deans,11,2.4849066497880004
dearth,37,3.6375861597263857
death,21367,9.969649754789797
deaths,1383,7.232733136177615
debater,5,1.791759469228055
debauchery,21,3.091042453358316
debris,342,5.8377304471659395
debt,1321,7.186901020411631
debtor,53,3.9889840465642745
debtors,39,3.6888794541139363
debts,449,6.1092475827643655
debussy,59,4.0943445622221
decadence,37,3.6375861597263857
decades,665,6.501289670540389
decency,187,5.236441962829949
decentralization,14,2.70805020110221
deception,242,5.493061443340548
deceptions,13,2.6390573296152584
decision,4196,8.34212526333359
decisions,1251,7.132497551660044
declamation,9,2.302585092994046
declan,124,4.8283137373023015
declarations,38,3.6635616461296463
decolonisation,4,1.6094379124341003
decomposition,62,4.143134726391533
decontamination,18,2.9444389791664403
decoration,589,6.380122536899765
decorations,498,6.212606095751519
decorator,44,3.8066624897703196
decorators,19,2.995732273553991
decryption,15,2.772588722239781
dedication,264,5.579729825986222
deduction,121,4.804021044733257
deed,1012,6.920671504248683
deeds,806,6.693323668269949
deejays,4,1.6094379124341003
defamation,47,3.871201010907891
defecation,14,2.70805020110221
defection,30,3.4339872044851463
defections,9,2.302585092994046
defectors,41,3.7376696182833684
defenceman,108,4.6913478822291435
defences,256,5.54907608489522
defendant,588,6.3784261836515865
defendants,151,5.0238805208462765
defenders,404,6.003887067106539
defenses,154,5.043425116919247
defensive,674,6.51471269087253
deference,122,4.812184355372417
defiance,365,5.902633333401366
deficit,193,5.267858159063328
defilement,7,2.0794415416798357
definiteness,12,2.5649493574615367
definition,917,6.822197390620491
definitions,172,5.153291594497779
deflection,50,3.9318256327243257
deforestation,44,3.8066624897703196
deformation,32,3.4965075614664802
deformities,29,3.4011973816621555
deformity,49,3.912023005428146
degeneration,21,3.091042453358316
degeneres,31,3.4657359027997265
degradation,95,4.564348191467836
degrees,2032,7.617267813628347
dehydration,71,4.276666119016055
deism,10,2.3978952727983707
deities,238,5.476463551931511
deity,330,5.802118375377063
delaney,207,5.337538079701318
delegations,32,3.4965075614664802
deletions,3,1.3862943611198906
deliberation,126,4.844187086458591
delicacies,80,4.394449154672439
delicacy,216,5.37989735354046
delict,2,1.0986122886681098
delinquents,44,3.8066624897703196
delirium,129,4.867534450455582
deliveries,155,5.049856007249537
delivery,1279,7.154615356913663
delusion,162,5.093750200806762
delusions,102,4.634728988229636
demagogues,2,1.0986122886681098
demeanor,85,4.454347296253507
demeter,57,4.060443010546419
demigods,18,2.9444389791664403
demilitarization,3,1.3862943611198906
democracy,982,6.890609120147166
democratisation,2,1.0986122886681098
democratization,12,2.5649493574615367
demographers,2,1.0986122886681098
demographics,281,5.641907070938114
demography,36,3.6109179126442243
demolition,150,5.017279836814924
demolitions,13,2.6390573296152584
demons,526,6.267200548541362
demonstration,537,6.2878585601617845
demonstrations,264,5.579729825986222
demonstrators,59,4.0943445622221
denazification,4,1.6094379124341003
denial,351,5.863631175598097
denials,25,3.258096538021482
denomination,120,4.795790545596741
denominations,108,4.6913478822291435
dens,71,4.276666119016055
densities,49,3.912023005428146
density,790,6.673297967767654
dentistry,35,3.58351893845611
dentists,64,4.174387269895637
dentition,12,2.5649493574615367
dentures,27,3.332204510175204
denunciation,33,3.5263605246161616
deontology,2,1.0986122886681098
departments,747,6.617402977974478
departure,1233,7.1180162044653335
departures,33,3.5263605246161616
depeche,21,3.091042453358316
dependability,4,1.6094379124341003
dependants,35,3.58351893845611
dependence,136,4.919980925828125
dependencies,47,3.871201010907891
dependency,73,4.30406509320417
dependents,46,3.8501476017100584
depictions,43,3.784189633918261
deployments,17,2.8903717578961645
deportation,62,4.143134726391533
deportations,18,2.9444389791664403
deposition,167,5.123963979403259
depositions,17,2.8903717578961645
depots,39,3.6888794541139363
depravity,41,3.7376696182833684
depreciation,38,3.6635616461296463
depression,1451,7.280697195384741
depressions,50,3.9318256327243257
deprivation,82,4.418840607796598
depths,758,6.63200177739563
deputies,458,6.129050210060545
derbies,15,2.772588722239781
deregulation,55,4.02535169073515
dereliction,8,2.1972245773362196
derision,93,4.543294782270004
derivation,67,4.219507705176107
derivatives,71,4.276666119016055
derwent,133,4.897839799950911
descartes,46,3.8501476017100584
descendants,552,6.315358001522335
descent,1048,6.955592608396297
description,2224,7.707512194600341
descriptions,366,5.905361848054571
desecration,25,3.258096538021482
deserters,85,4.454347296253507
desertification,16,2.833213344056216
designation,207,5.337538079701318
designations,36,3.6109179126442243
designer,811,6.699500340161678
designers,216,5.37989735354046
desirability,20,3.044522437723423
desks,201,5.308267697401205
desktop,160,5.081404364984463
desktops,8,2.1972245773362196
desolation,196,5.2832037287379885
desperation,286,5.659482215759621
despotism,32,3.4965075614664802
despots,11,2.4849066497880004
desserts,143,4.969813299576001
destination,843,6.738152494595957
destinations,145,4.983606621708336
destinies,86,4.465908118654584
destiny,904,6.807934943699926
destitution,20,3.044522437723423
destroyer,398,5.988961416889864
destroyers,227,5.429345628954441
destruction,1584,7.368339686311381
detainment,6,1.9459101490553132
detection,245,5.5053315359323625
detectives,528,6.270988431858299
detectors,134,4.90527477843843
detention,312,5.746203190540153
detergents,17,2.8903717578961645
deterioration,47,3.871201010907891
determination,846,6.741700694652055
detonation,122,4.812184355372417
detonator,59,4.0943445622221
detonators,13,2.6390573296152584
detractors,11,2.4849066497880004
detritivores,3,1.3862943611198906
detritus,16,2.833213344056216
deutsche,167,5.123963979403259
devaluation,18,2.9444389791664403
devastation,95,4.564348191467836
developer,232,5.4510384535657
developers,216,5.37989735354046
developments,389,5.966146739123692
deviation,76,4.343805421853684
device,1761,7.474204806496124
devolution,31,3.4657359027997265
devotion,683,6.52795791762255
devotions,45,3.828641396489095
dew,474,6.163314804034641
dexterity,85,4.454347296253507
dextroamphetamine,6,1.9459101490553132
diabetes,467,6.148468295917647
diagenesis,1,0.6931471805599453
diaghilev,99,4.605170185988092
diagnosis,353,5.869296913133774
dialects,423,6.049733455231958
dialog,65,4.189654742026425
dialogues,82,4.418840607796598
dialysis,45,3.828641396489095
diameter,656,6.48768401848461
diameters,32,3.4965075614664802
diamonds,909,6.813444599510896
dianetics,9,2.302585092994046
diapers,502,6.220590170099739
diaries,155,5.049856007249537
diatoms,18,2.9444389791664403
dickens,278,5.631211781821365
dicks,195,5.278114659230517
dictator,262,5.572154032177765
dictators,38,3.6635616461296463
dictatorship,200,5.303304908059076
dictatorships,31,3.4657359027997265
diction,24,3.2188758248682006
dictionaries,82,4.418840607796598
didactics,4,1.6094379124341003
didier,47,3.871201010907891
didsbury,278,5.631211781821365
diesel,860,6.7580945044277305
difference,5986,8.697345730925353
differences,1128,7.029087564149662
differentiation,123,4.820281565605037
difficulties,1126,7.027314514039777
difficulty,3039,8.019612794400267
diffusion,61,4.127134385045092
digestion,120,4.795790545596741
digestive,150,5.017279836814924
diggers,202,5.313205979041787
digits,174,5.1647859739235145
dignitaries,53,3.9889840465642745
dignities,16,2.833213344056216
dignity,1149,7.047517221357296
dilapidation,2,1.0986122886681098
dilation,64,4.174387269895637
diligence,112,4.727387818712341
dill,61,4.127134385045092
dime,665,6.501289670540389
dinars,307,5.730099782973574
diners,42,3.7612001156935624
dingoes,29,3.4011973816621555
dinitrogen,10,2.3978952727983707
dinner,16368,9.703144581144354
dinners,429,6.063785208687608
dinoflagellates,18,2.9444389791664403
dinosaur,4111,8.321664807135
dinosaurs,1844,7.520234556474628
dioceses,20,3.044522437723423
dior,26,3.295836866004329
dioxide,629,6.4457198193855785
diphthongs,11,2.4849066497880004
diplomacy,196,5.2832037287379885
diplomat,423,6.049733455231958
diplomats,98,4.59511985013459
dipper,140,4.948759890378168
dippers,21,3.091042453358316
direction,7139,8.87346805533363
directions,1791,7.491087593534876
directive,191,5.2574953720277815
directives,54,4.007333185232471
directness,25,3.258096538021482
directors,721,6.582025138892826
directorships,2,1.0986122886681098
directory,277,5.627621113690637
dirge,41,3.7376696182833684
dirhams,84,4.442651256490317
dirt,2096,7.64826303090192
disabilities,288,5.666426688112432
disability,449,6.1092475827643655
disaffection,17,2.8903717578961645
disagreement,221,5.402677381872279
disagreements,105,4.663439094112067
disappearances,32,3.4965075614664802
disappointment,1260,7.13966033596492
disappointments,84,4.442651256490317
disapproval,152,5.030437921392435
disaster,1516,7.324489979348532
disasters,224,5.41610040220442
disbelief,96,4.574710978503383
disciples,307,5.730099782973574
disclaimers,7,2.0794415416798357
disclosure,93,4.543294782270004
discography,225,5.420534999272286
discoverers,40,3.713572066704308
discoveries,477,6.169610732491456
discrepancies,46,3.8501476017100584
discretion,394,5.978885764901122
discriminator,4,1.6094379124341003
discus,98,4.59511985013459
discussion,1706,7.442492722794441
discussions,419,6.040254711277414
diseases,897,6.8001700683022
disenchantment,4,1.6094379124341003
disfigurement,17,2.8903717578961645
dishonesty,70,4.2626798770413155
dishwasher,249,5.521460917862246
dishwashers,14,2.70805020110221
disinfectants,16,2.833213344056216
disinformation,18,2.9444389791664403
disintegration,32,3.4965075614664802
disloyalty,35,3.58351893845611
dismissal,210,5.351858133476067
disobedience,203,5.318119993844216
disorganization,4,1.6094379124341003
disorientation,17,2.8903717578961645
disparities,8,2.1972245773362196
dispensaries,4,1.6094379124341003
dispensary,41,3.7376696182833684
dispersal,61,4.127134385045092
dispersals,1,0.6931471805599453
dispersion,39,3.6888794541139363
disposal,462,6.137727054086234
disposition,670,6.508769136971682
dispositions,70,4.2626798770413155
dispossession,1,0.6931471805599453
disqualification,54,4.007333185232471
disruption,83,4.430816798843313
disruptions,15,2.772588722239781
dissatisfaction,83,4.430816798843313
dissection,54,4.007333185232471
dissemination,19,2.995732273553991
dissension,28,3.367295829986474
dissertation,52,3.970291913552122
dissertations,8,2.1972245773362196
dissidents,26,3.295836866004329
distiller,6,1.9459101490553132
distillers,9,2.302585092994046
distillery,33,3.5263605246161616
distinction,558,6.326149473155099
distinctions,92,4.532599493153256
distinctness,55,4.02535169073515
distortion,105,4.663439094112067
distortions,31,3.4657359027997265
distractions,58,4.07753744390572
distribution,1146,7.044905117129371
distributions,73,4.30406509320417
distributor,103,4.6443908991413725
distributors,54,4.007333185232471
disturbance,425,6.054439346269371
disturbances,102,4.634728988229636
divas,74,4.31748811353631
divergence,45,3.828641396489095
divers,266,5.58724865840025
diversification,32,3.4965075614664802
diversion,254,5.541263545158426
diversity,290,5.673323267171493
dividends,47,3.871201010907891
divination,55,4.02535169073515
diviners,4,1.6094379124341003
divinity,140,4.948759890378168
division,4576,8.428799040653642
divisions,977,6.885509670034818
docents,1,0.6931471805599453
dockers,55,4.02535169073515
dockworkers,13,2.6390573296152584
dockyards,24,3.2188758248682006
doctrines,97,4.584967478670572
documentaries,133,4.897839799950911
documentary,680,6.523562306149512
documentation,156,5.056245805348308
dodgers,140,4.948759890378168
doers,36,3.6109179126442243
dogma,79,4.382026634673881
dogmas,12,2.5649493574615367
dogmatics,1,0.6931471805599453
doings,458,6.129050210060545
doll,8944,9.09884999594282
dollar,2682,7.894690850425624
dollars,6265,8.742893471512136
dolls,2927,7.982074875081202
dolphin,847,6.742880635791903
dolphins,481,6.1779441140506
domains,80,4.394449154672439
domes,74,4.31748811353631
domestication,40,3.713572066704308
domesticity,15,2.772588722239781
dominance,119,4.787491742782046
domination,116,4.762173934797756
dominions,154,5.043425116919247
donation,235,5.4638318050256105
donations,178,5.187385805840755
donkey,2071,7.6362696033793735
donkeys,287,5.662960480135946
donor,228,5.43372200355424
donors,63,4.1588830833596715
donut,262,5.572154032177765
donuts,162,5.093750200806762
door,42430,10.65563450614867
doors,4633,8.441175704992322
doorway,1296,7.167809184316444
doorways,81,4.406719247264253
dorcas,47,3.871201010907891
dorchester,139,4.941642422609304
dormitories,81,4.406719247264253
dorsal,185,5.225746673713202
dosage,53,3.9889840465642745
doublets,12,2.5649493574615367
doves,220,5.3981627015177525
downpours,3,1.3862943611198906
downwards,258,5.556828061699537
dowry,185,5.225746673713202
dozens,520,6.255750041753367
draftsman,18,2.9444389791664403
dragonflies,80,4.394449154672439
drama,3826,8.249836485425702
dramas,174,5.1647859739235145
dramatist,51,3.9512437185814275
dramatists,10,2.3978952727983707
draper,145,4.983606621708336
draperies,65,4.189654742026425
drapery,58,4.07753744390572
draughtsman,27,3.332204510175204
draughtsmen,13,2.6390573296152584
drawbacks,50,3.9318256327243257
drawers,705,6.559615237493242
drawings,714,6.5722825426940075
dreamers,43,3.784189633918261
dreamworks,128,4.859812404361672
dreamy,232,5.4510384535657
dressings,28,3.367295829986474
drier,141,4.955827057601261
drinkers,52,3.970291913552122
driver,6117,8.718990524710849
drivers,1073,6.97914527506881
driveway,321,5.7745515455444085
driveways,12,2.5649493574615367
drogheda,64,4.174387269895637
droids,65,4.189654742026425
dromedaries,78,4.3694478524670215
droplets,66,4.204692619390966
drought,294,5.68697535633982
droughts,43,3.784189633918261
drovers,28,3.367295829986474
drowsiness,80,4.394449154672439
druggist,61,4.127134385045092
drummers,55,4.02535169073515
drumsticks,37,3.6375861597263857
drunks,51,3.9512437185814275
dryness,28,3.367295829986474
dualism,39,3.6888794541139363
duality,34,3.5553480614894135
dubuque,25,3.258096538021482
duchess,620,6.431331081933479
duchesses,13,2.6390573296152584
duchies,24,3.2188758248682006
duct,110,4.709530201312334
ductility,3,1.3862943611198906
ducts,52,3.970291913552122
dues,102,4.634728988229636
dugdale,75,4.330733340286331
dugongs,19,2.995732273553991
dukes,219,5.393627546352362
dullness,26,3.295836866004329
dumfries,40,3.713572066704308
dumplings,186,5.231108616854587
dungeons,114,4.74493212836325
duplication,28,3.367295829986474
duplicity,31,3.4657359027997265
durability,34,3.5553480614894135
duration,246,5.5093883366279774
duress,29,3.4011973816621555
duties,1644,7.405495663199472
dwarves,165,5.111987788356544
dwellings,377,5.934894195619588
dyers,4,1.6094379124341003
dynamics,155,5.049856007249537
dynamism,13,2.6390573296152584
dynasties,153,5.0369526024136295
dysfunction,56,4.04305126783455
dyslexia,62,4.143134726391533
ealdormen,10,2.3978952727983707
earls,83,4.430816798843313
earmuffs,39,3.6888794541139363
earnestness,241,5.488937726156687
earnings,296,5.6937321388027
earpieces,8,2.1972245773362196
earplugs,19,2.995732273553991
earrings,608,6.411818267709897
ears,8115,9.001592700945706
earthquake,1097,7.001245622069476
earthquakes,342,5.8377304471659395
earthworks,115,4.7535901911063645
earthworms,69,4.248495242049359
eastwards,45,3.828641396489095
eateries,3,1.3862943611198906
eaters,261,5.568344503761097
eaves,118,4.77912349311153
ebony,165,5.111987788356544
ebooks,3,1.3862943611198906
eccentricities,30,3.4339872044851463
eccles,29,3.4011973816621555
ecclesiastics,18,2.9444389791664403
ecclesiology,19,2.995732273553991
echidnas,23,3.1780538303479458
echinoderms,30,3.4339872044851463
echizen,12,2.5649493574615367
eckhart,61,4.127134385045092
eclecticism,2,1.0986122886681098
ecology,201,5.308267697401205
economies,170,5.14166355650266
economists,74,4.31748811353631
economy,2248,7.718240951959316
ecosystem,156,5.056245805348308
ecosystems,99,4.605170185988092
ecumenism,6,1.9459101490553132
eczema,39,3.6888794541139363
edgerton,13,2.6390573296152584
edifices,23,3.1780538303479458
editions,358,5.883322388488279
editorial,243,5.497168225293202
editorials,35,3.58351893845611
editors,251,5.529429087511423
educator,329,5.799092654460526
educators,45,3.828641396489095
eels,223,5.4116460518550396
eero,18,2.9444389791664403
eerste,19,2.995732273553991
effacement,3,1.3862943611198906
efficacy,65,4.189654742026425
efficiencies,22,3.1354942159291497
efficiency,435,6.077642243349034
efforts,2183,7.688913336864796
egalitarianism,44,3.8066624897703196
eggman,21,3.091042453358316
eggplants,15,2.772588722239781
ego,540,6.293419278846481
egoism,13,2.6390573296152584
egotism,14,2.70805020110221
egrets,13,2.6390573296152584
egyptologists,22,3.1354942159291497
eights,108,4.6913478822291435
ejaculation,136,4.919980925828125
elasticity,100,4.61512051684126
elation,81,4.406719247264253
elbe,56,4.04305126783455
elders,988,6.8966943316227125
elections,1540,7.340186835320115
elector,91,4.5217885770490405
electors,123,4.820281565605037
electricians,40,3.713572066704308
electricity,1821,7.507690077819904
electrics,48,3.8918202981106265
electrification,33,3.5263605246161616
electrochemistry,10,2.3978952727983707
electrodes,78,4.3694478524670215
electrolytes,31,3.4657359027997265
electromagnetism,44,3.8066624897703196
electrons,756,6.6293632534374485
elegance,165,5.111987788356544
element,1596,7.3758821482150125
elements,1834,7.51479976048867
elephants,1995,7.59890045687141
elevation,513,6.2422232654551655
elevations,65,4.189654742026425
elevator,1373,7.2254814727822945
elevators,130,4.875197323201151
elicitation,2,1.0986122886681098
elimination,209,5.3471075307174685
eliminations,9,2.302585092994046
elites,34,3.5553480614894135
elitism,10,2.3978952727983707
elks,88,4.48863636973214
elmer,496,6.208590026096629
elmore,34,3.5553480614894135
elms,125,4.836281906951478
elocution,29,3.4011973816621555
eloquence,152,5.030437921392435
elves,352,5.8664680569332965
embankment,173,5.159055299214529
embankments,19,2.995732273553991
embarrassment,363,5.8971538676367405
embassies,64,4.174387269895637
embellishment,9,2.302585092994046
embellishments,18,2.9444389791664403
embezzlement,38,3.6635616461296463
emblems,75,4.330733340286331
embroideries,25,3.258096538021482
embroidery,202,5.313205979041787
embryo,153,5.0369526024136295
embryos,64,4.174387269895637
emeralds,162,5.093750200806762
emergencies,230,5.442417710521793
emergency,2540,7.840312983320164
emigrants,149,5.0106352940962555
emigration,75,4.330733340286331
eminence,203,5.318119993844216
emirs,111,4.718498871295094
emission,98,4.59511985013459
emissions,181,5.204006687076795
emojis,19,2.995732273553991
emotions,829,6.721425700790643
empathy,76,4.343805421853684
emperors,365,5.902633333401366
emphasis,968,6.876264611890766
empires,181,5.204006687076795
empiricism,13,2.6390573296152584
employee,671,6.51025834052315
employees,979,6.887552571664617
employer,599,6.396929655216146
employers,424,6.052089168924417
employments,39,3.6888794541139363
emporium,43,3.784189633918261
empowerment,55,4.02535169073515
emulation,49,3.912023005428146
emulsions,4,1.6094379124341003
enactment,28,3.367295829986474
enactments,12,2.5649493574615367
encampments,17,2.8903717578961645
enchantment,112,4.727387818712341
enclaves,21,3.091042453358316
enclosure,265,5.583496308781699
encouragement,439,6.0867747269123065
encroachment,52,3.970291913552122
encryption,78,4.3694478524670215
encyclopedias,26,3.295836866004329
endings,147,4.997212273764115
endocrine,24,3.2188758248682006
endorsements,36,3.6109179126442243
endosperm,9,2.302585092994046
endowment,152,5.030437921392435
endurance,360,5.8888779583328805
enemies,2605,7.8655717576847906
energies,226,5.424950017481403
enforcer,22,3.1354942159291497
engagements,129,4.867534450455582
engels,33,3.5263605246161616
engine,9130,9.11943049661634
engines,2266,7.726212650507529
englishmen,431,6.068425588244111
engravers,7,2.0794415416798357
engravings,143,4.969813299576001
enhancement,68,4.23410650459726
enlargement,55,4.02535169073515
enmities,8,2.1972245773362196
enmity,161,5.087596335232384
enquiries,247,5.5134287461649825
enquiry,395,5.981414211254481
enrichment,32,3.4965075614664802
ensembles,22,3.1354942159291497
entanglements,24,3.2188758248682006
entente,26,3.295836866004329
enterprise,1007,6.915723448631314
enterprises,226,5.424950017481403
entertainers,70,4.2626798770413155
entertainments,144,4.976733742420574
enthusiasm,1062,6.968850378341948
enthusiasts,91,4.5217885770490405
enticement,5,1.791759469228055
entities,132,4.890349128221754
entity,231,5.44673737166631
entomology,17,2.8903717578961645
entrails,58,4.07753744390572
entrants,65,4.189654742026425
entrapment,21,3.091042453358316
entrees,30,3.4339872044851463
