word1,word2,freq_w1_w2,freq_w2_w1,pos1,pos2,example_sentence
confess,repent,0,1,VERB,ADJ,Would repent and confess.
confessed,killed,0,1,VERB,VERB,"""You killed and confessed."
confession,restitution,1,0,NOUN,NOUN,That dark spot can only be removed by confession and restitution.
confessional,ecclesiastical,1,0,ADJ,ADJ,"Because John Calvin had great influence and played an important role in the confessional and ecclesiastical debates throughout the 17th century, the tradition generally became known as Calvinism."
confidence,control,0,1,NOUN,NOUN,Gaining control and confidence Bowen sends Jason down into the grand staircase.
confidence,courage,3,0,NOUN,NOUN,It calls for confidence and courage.
confidence,dependence,1,0,NOUN,NOUN,An ideal corner in a school-yard would be one in which birds were taught confidence and dependence.
confidence,despair,1,0,NOUN,NOUN,"John left them for the night, wavering between confidence and despair as to the result of the morrow."
confidence,devotion,0,1,NOUN,NOUN,"The other answered that he understood, and grasped the skipper’s arm a second, a token of devotion and confidence that had a world of meaning in it."
confidence,doubt,0,1,NOUN,NOUN,"Even now she could not believe in it, and her thoughts wavered wretchedly between doubt and confidence."
confidence,encouragement,0,1,NOUN,NOUN,If you expect that child is going to  do a fantastic job  on that painting  then that encouragement and confidence is coming across.
confidence,enthusiasm,1,0,NOUN,NOUN,"There ensued a long discussion, in the course of which Hedley passed from doubt to confidence and enthusiasm."
confidence,faith,1,0,NOUN,NOUN,He says in confidence and faith.
confidence,friendship,1,2,NOUN,NOUN,"Treated with friendship and confidence by her mistress, she never presumed on these or forgot the social difference between them."
confidence,hilarity,1,0,NOUN,NOUN,On board the English fleet all was confidence and hilarity.
confidence,hope,1,1,NOUN,NOUN,The child's heart beat high with hope and confidence.
confidence,influence,1,0,NOUN,NOUN,Gorbachev’s policies made it possible for leaders of various Soviet republics to gain confidence and influence.
confidence,obedience,1,0,NOUN,NOUN,"With almost boundless patience, he has no steadfastness of aim, nor has he sufficient firmness of hand and will to secure confidence and obedience."
confidence,pride,2,0,NOUN,NOUN,Please hold your head high with confidence and pride.
confidence,quality,1,0,NOUN,NOUN,"Voluntary armies tend to be small by numbers, but high in confidence and quality."
confidence,safety,1,0,NOUN,NOUN,"An examination proved it uninjured, and with its possession came a feeling of confidence and safety such as he had not felt for a moment during the hours of darkness."
confidence,security,0,1,NOUN,NOUN,"I want it to give you a feeling of security and confidence to just tap on the door, come in and I shall be here to look after you."
confidence,skill,0,2,NOUN,NOUN,"He, however, was gradually acquiring skill and confidence in himself."
confidence,supply,3,0,NOUN,NOUN,= = = Confidence and supply = = =
confidence,support,0,1,NOUN,NOUN,"Thus the one looks to the other for support and confidence, and a mutual spirit of reliance exists between both."
confidence,surprise,1,0,NOUN,NOUN,Confidence and surprise are always your best attacks.
confidence,sympathy,1,0,NOUN,NOUN,"Betty was touched by this expression of confidence and sympathy, as indeed she might be, and was sorry to say good-by to the little dog when it was time to go back to the house."
confidence,trust,2,0,NOUN,NOUN,"The people of Stony Gut lost confidence and trust in the Government, and Bogle’s supporters grew in number in the parish."
confidences,experiences,1,0,NOUN,NOUN,"After this they became very well acquainted and prolonged their talk far into the night, exchanging confidences and experiences."
confidences,greetings,0,1,NOUN,NOUN,"“See whom I’ve brought!” exclaimed Max, when greetings and confidences had passed between the chums."
confidences,opinions,1,0,NOUN,NOUN,"Frances and Florry, left together, exchanged confidences and opinions after their manner."
confident,cool,0,1,ADJ,ADJ,"Here the girl is cool and confident, and it is the setting and properties that suggest sexualityperhaps a commercialized sexuality that is none too reassuring to the male ego."""
confident,easy,0,1,ADJ,ADJ,"Trevor and Taylor had begun the second lap, the former with eyes intent upon the youth ahead, the latter running with a great show of style, and with an easy and confident smile upon his face."
confident,elastic,1,0,ADJ,ADJ,"He was a confident and elastic goalkeeper with an excellent sense of placement, who was never afraid to dive into the feet of his opponents."
confident,energetic,1,0,ADJ,ADJ,"Mehta, two confident and energetic 13-year-old boys who are skilled dancers and are on the threshold of taking their steps into the world of professional dancing."
confident,hopeful,0,1,ADJ,ADJ,"When you start to do a thing, no matter how hard it is, be hopeful and confident."
confident,immediate,0,1,ADJ,ADJ,"""Pegged down so solid that a mouse would have trouble crawling under,"" came the immediate and confident response."
confident,inquisitive,0,1,ADJ,ADJ,They are wonderfully friendly by nature as well as being inquisitive and confident.
confident,managerial,1,0,ADJ,ADJ,"The slender and shaggy boy, never lacked a mind of his own, especially on the football field where he left a confident and managerial impression from an early age."
confident,mature,1,0,ADJ,ADJ,"Music critics praised ""No"" as a showcase of Trainor's confident and mature side and deemed it an improvement from her earlier songs."
confident,relaxed,0,1,ADJ,ADJ,"His relaxed and confident appearance during the Reagan-Carter debate on TV on October 28, made him more popular."
confident,serene,0,1,ADJ,ADJ,"But Frank, though breathing a little heavily, was serene and confident, as he returned to his corner."
confident,sexy,2,0,ADJ,ADJ,"Our woman is confident and sexy, even to her backside where she can't see, with healthy, elastic skin made possible by our moisturizing cream her thighs and calves are overly-muscled."
confident,smiling,0,1,VERB,ADJ,"The wearers of the crimson came to the field smiling and confident, but it wasn't long before they commenced to look worried."
confident,stouthearted,1,0,ADJ,VERB,The pride engendered by sudden possession of money is a _lieu commun_ amongst Eastern story-tellers; even in the beast-fables the mouse which has stolen a few gold pieces becomes confident and stouthearted.
confident,strong,0,2,ADJ,ADJ,"""They want you to be, like, strong and confident,"
confident,unashamed,2,0,ADJ,ADJ,may be confident and unashamed before him at his coming.
confidential,delicate,0,1,ADJ,ADJ,"Besides, a delicate and confidential mission for an official."
confidential,intimate,0,1,ADJ,ADJ,"Then he got intimate and confidential, said he knew a confounded fresh plebe up there--Mallory, they called him."
confidential,long,0,2,ADJ,ADJ,"When 'Lish Davis heard what Mr. Fernald had said he insisted on having a long and confidential chat with the boy, and it was not concluded until a very late hour in the evening."
confidential,personal,0,1,ADJ,ADJ,Mine is personal and confidential.
confidential,private,0,1,ADJ,ADJ,"He writes private and confidential; but you can see he is ready to do anything to find Forrester."""
confidential,secret,0,1,ADJ,ADJ,Of course I rely upon your keeping secret and confidential all that has passed between us.”
confidential,special,0,2,ADJ,ADJ,This was Aunt Jane's special and confidential attendant.
confidential,wifely,0,1,ADV,ADJ,This was her way of being wifely and confidential.
confidently,frequently,1,0,ADV,ADV,"But this opinion, confidently and frequently repeated, seemed to credit the Bronze Age man with much too great a familiarity with chalk fossils."
confidently,optimistically,0,1,ADV,ADV,It stands before a terrace featuring statues of male and female students gazing optimistically and confidently into the future.
confidently,slowly,0,1,ADV,ADV,"Slowly and confidently he pulled the trigger, and worked the lever that ejected the discharged shell, and pumped a new bullet into place."
confiding,hopeful,0,1,ADJ,VERB,"Though more than once disappointed, as we have seen, he had such a hopeful and confiding nature, that he was always ready to believe in whatever seemed beautiful and good."
confiding,talkative,1,0,VERB,ADJ,"Tall and gaunt, with great horn spectacles covering a pair of cold gray eyes, he was usually as reserved and silent as his neighbors were confiding and talkative."
confiding,tender,0,1,ADJ,VERB,"But the secret was, that the boy's tender and confiding simplicity discerned what other people could not see; and thus the love, which was meant for all, became his peculiar portion."
confined,insane,0,1,ADJ,VERB,So that he will be declared insane and confined
confined,sooty,0,1,ADV,VERB,"We shall hope to see you sometimes; it's a poky little street, and you'll be glad to get out of it, though even Belgrave Square will seem sooty and confined after Lomore.'"
confined,subordinate,1,0,ADJ,ADJ,"He was restless and uneasy at the thought that, as his father was in the prime and vigor of manhood, many long years must elapse before he could emerge from this confined and subordinate condition."
confirm,determine,0,1,VERB,VERB,Determine and confirm.
confirmation,participation,2,0,NOUN,NOUN,[Nan points to mirror and gazes directly into it speaks and seeks confirmation and participation from jim]
confirmed,established,1,0,VERB,VERB,Then joy and gladness and peace and happiness came upon the twain; confidence was confirmed and established was the guidance of the pious pair.
confirmed,finalised,1,0,VERB,VERB,"When the collaboration between the two musical cultures was confirmed and finalised, Manipuri musical lyricist Mangangsana sent three musical tracks to the Portuguese producer David Valentim through email."
confirmed,published,0,1,VERB,VERB,The first published and confirmed discovery was made in 1988.
confiscated,seized,0,2,VERB,VERB,"All their property was, of course, seized and confiscated, and the house burnt down; for, as you know, they all lived together."
conflict,cooperation,1,0,NOUN,NOUN,"He was awarded the 2005 Nobel Prize in Economics (shared with Robert Aumann) for ""having enhanced our understanding of conflict and cooperation through game-theory analysis""."
conflict,division,1,0,NOUN,NOUN,We need proper leadership at this critical time and my presence here will only lead to conflict and division.
conflict,fighting,1,0,NOUN,NOUN,"As its name indicates, battlefield Park was once a site of conflict and fighting."
conflict,misunderstanding,1,0,NOUN,NOUN,"The state of the world today, the level of conflict and misunderstanding, that two men could stand on a lonely road in winter and talk, calmly and rationally."
conflict,tension,0,1,NOUN,NOUN,"Tension and conflict arose among band members, and Peter Wolf left to pursue a solo career."
conflict,turmoil,0,1,NOUN,NOUN,"sir, there's been a great deal of turmoil and conflict."
conflict,violence,2,0,NOUN,NOUN,"Nazi thinking emphasises conflict and violence, and believes that these are the best way to sort out political problems."
conflict,war,0,1,NOUN,NOUN,"When you're photographing anything to do with war and conflict, you're photographing something impossible, you're photographing a..."
conflicting,fragmented,0,1,ADJ,VERB,"Slowiy, as fragmented and conflicting radio reports came in the world began to realize what had happened overnight."
conflicts,dramas,1,0,NOUN,NOUN,"I grew up with a lot of conflicts and dramas, and I've been through a lot, just like everyone else."
conflicts,famines,2,0,NOUN,NOUN,They have led to conflicts and famines.
conflicts,fighting,1,0,NOUN,NOUN,This resulted in the deaths of many civilians due to conflicts and fighting between Mao’s party and the Red Guard.
conflicts,violence,1,0,NOUN,NOUN,He tried to show the influence of gender roles in conflicts and violence.
conflicts,wars,1,1,NOUN,NOUN,There have been wars and conflicts in Afghanistan for over thirty years.
confrontation,dissension,5,0,NOUN,NOUN,I am here to put an end to years of confrontation and dissension... and to open up a new era of understanding.
confrontation,dissention,2,0,NOUN,NOUN,I am here to put an end to years of confrontation and dissention... and to open up a new era of understanding.
confuse,disorient,2,0,VERB,NOUN,Chi'Ru uses deception to confuse and disorient.
confused,contradictory,0,1,ADJ,ADJ,"But, the Voices had become (very like ordinary voices in perplexed times) contradictory and confused, so that now they said one thing, and now said another, and the Maid lost credit every day."
confused,dazed,0,3,ADJ,ADJ,"Her first part in a movie was in ""Dazed and Confused"" followed by Ben Stiller’s ""Reality Bites""."
confused,defiant,1,0,ADJ,ADJ,Fanny looked confused and defiant.
confused,detected,0,1,VERB,VERB,Jim stood detected and confused.
confused,dizzy,0,2,ADJ,ADJ,"The movement set his brain whirling, and he fell back dizzy and confused."
confused,drunk,0,1,ADJ,ADJ,I was drunk and confused...
confused,flushed,0,1,ADJ,ADJ,"“I knew you were broke a few days ago,” said Grant, his steady eyes fixed on Spotty’s flushed and confused face."
confused,frightened,2,1,ADJ,ADJ,Every one was confused and frightened.
confused,general,1,0,ADJ,ADJ,"This was the last sentence Geoffrey caught, for when the speaker ceased a confused and general talk took place, and he could only catch a word here and there without meaning or connection."
confused,helpless,0,2,ADJ,ADJ,"you left Smith helpless and confused, so there was pain in you."
confused,hopeless,0,1,ADJ,ADJ,You stay hopeless and confused.
confused,inarticulate,2,0,ADJ,ADJ,"""confused and inarticulate, dreadful or nauseating distortions."""
confused,lonely,0,2,ADJ,ADJ,"He cared for me when I lost me, felt lonely and confused."
confused,misty,0,1,ADJ,ADJ,"Ike told me what took place afterwards, for I knew nothing more till I opened my eyes, and found that I was lying down, and several people whose faces looked misty and confused were about me."
confused,puzzled,1,0,ADJ,VERB,"""confused and puzzled at the same time;"
confused,sad,0,1,ADJ,ADJ,Bingley's quick leave makes Jane sad and confused.
confused,scared,0,2,ADJ,ADJ,"""I've had to learn that it doesn't pay to think a man's guilty because he's scared and confused."
confused,silent,0,1,ADJ,ADJ,[_ALICE is silent and confused.
confused,stammers,2,0,ADJ,NOUN,he gets confused and stammers]
confused,startled,0,1,VERB,ADJ,"The guests, startled and confused, sat whispering to one another."
confused,strange,3,0,ADJ,ADJ,"I don't know how long a time passed, for I felt confused and strange; but I was aroused by Shock, who exclaimed suddenly:"
confused,surprised,0,1,ADJ,ADJ,While you were surprised and confused people died.
confused,tired,0,1,ADJ,ADJ,I'm tired and confused.
confused,upset,0,1,VERB,VERB,You must have been upset and confused when you found out he was getting married.
confused,vague,1,0,ADJ,ADJ,"But something confused and vague shaped itself in his mind, an unspoken request that all might be well with the white man, wherever his spirit might be."
confused,wild,0,1,ADJ,ADJ,"It had changed considerably; the wind seemed as violent as ever, but the sea was no longer kept in subjection to it, and was now tossing itself in a wild and confused manner."
confused,worried,1,0,VERB,VERB,"I saw she'd been confused and worried before Neal brought her in, and I thought like enough she'd forgotten."
confusing,dishonest,1,0,ADJ,ADJ,"Brenda Hogget Q C, one of the five commissioners involved in the Family Law Report, says that the current legislation is confusing and dishonest."
confusing,hard,0,1,ADJ,ADJ,"With true collie efficiency, the dog had learned his hard and confusing farm lessons from the master, who never lost his temper with him and who never dealt unjustly by him."
confusing,long,0,1,ADJ,ADJ,Aldred had a long and confusing dream.
confusing,repetitive,1,0,ADJ,ADJ,"A confusing and repetitive exchange ensued, ending with Narcissus shouting to his companions that they should come together."
confusing,sad,0,1,ADJ,ADJ,Now it just feels... sad and confusing.
confusing,strange,0,2,ADJ,ADJ,Dreams can be strange and confusing.
confusing,tiring,1,0,ADJ,ADJ,"And the noise and bustle of the London streets, even at this dead season, was confusing and tiring; worst of all, there was an incipient fog about still, as is not unusual in November."
confusing,unfair,1,0,ADJ,ADJ,"Very often, the information is confusing and unfair."
confusing,unreadable,0,1,ADJ,ADJ,"In 1993, Wouter van Oortmerssen created FALSE, which was a language designed for unreadable and confusing code, however it had a compiler of just 1024 bytes."
confusing,weird,0,1,ADJ,VERB,weird and confusing for you.
confusion,consternation,0,2,NOUN,NOUN,"Osceola grasped the bomb release, his brain whirling in consternation and confusion."
confusion,darkness,1,0,NOUN,NOUN,"I see this kind of confusion and darkness, and distortions, and it's sort of fascinating to me."
confusion,delays,0,1,NOUN,NOUN,"Heavy rain caused delays and confusion, and both sides settled down for the night in the mud to await the dawn and the forthcoming battle."
confusion,doubt,0,1,NOUN,NOUN,I created doubt and confusion in your head.
confusion,embarrassment,1,0,NOUN,NOUN,"Almost overcome with confusion and embarrassment, he turned away and hastily descended the ladder to the deck below."
confusion,excitement,5,0,NOUN,NOUN,For a few seconds confusion and excitement reigned supreme.
confusion,fear,0,1,NOUN,NOUN,"Bosch used images of demons, half-human animals and machines, to evoke fear and confusion, and to portray the evil of man."
confusion,headaches,0,1,NOUN,NOUN,"This can cause illnesses such as altitude sickness, high altitude pulmonary edema (fluid in the lungs), and high altitude cerebral edema (fluid in the brain, causing headaches and confusion)."
confusion,hurry,0,1,NOUN,NOUN,The Henley Street house was full of hurry and confusion when he arrived.
confusion,jams,0,1,NOUN,NOUN,"To avoid jams and confusion, allowing the simultaneous arrival of carriages, no more than six wheels and no more than six horses each..."
confusion,lies,0,1,NOUN,NOUN,He is sent to East Germany as a part of trick to spread lies and confusion about a powerful East German spy.
confusion,mess,1,0,NOUN,NOUN,some sources from later times describe the end of the old kingdom as a time of confusion and mess.
confusion,misinformation,1,0,NOUN,NOUN,This created a lot of confusion and misinformation for non-Chinese speakers on what to call Chinese place names.
confusion,noise,0,9,NOUN,NOUN,"-Yeah, noise and confusion in her head."
confusion,panic,2,0,NOUN,NOUN,"Give us ten days of confusion and panic, with the Atlantic fleet on this side of the Canal and unable to get through to the Pacific, and our victory is sure."""
confusion,poverty,0,1,NOUN,NOUN,There is still poverty and confusion everywhere beyond this place.
confusion,rumors,0,2,NOUN,NOUN,Tragically rumors and confusion kept hope alive that others might have been saved by other ships.
confusion,screams,0,1,NOUN,NOUN,All was screams and confusion and flying fugitives.
confusion,shame,0,1,NOUN,NOUN,"As a rule he was silent, yet the man who displeased him awakened a tongue so bitter that its sting covered the unfortunate one with shame and confusion."
confusion,shouting,0,1,VERB,NOUN,[Lots of shouting and confusion]
confusion,terror,0,2,NOUN,NOUN,"Moved as by a common impulse all four of the boys instantly darted into the camp; but the startled Tom, bestowing upon them one glance of terror and confusion, turned and ran swiftly into the woods."
confusion,turmoil,0,1,NOUN,NOUN,"""It would never have done for you to have exposed your lung to such a scene of turmoil and confusion."""
confusion,uproar,0,1,NOUN,NOUN,"Attalus, for this was his name, threw his cup at Alexander in return; the guests at the table where they were sitting rose, and a scene of uproar and confusion ensued."
confusion,war,0,2,NOUN,NOUN,War and confusion will rule the world.
confusions,doubts,0,1,NOUN,NOUN,"All of the prophets were an example to lead moral, righteous, purpose-driven lives free of doubts and confusions."
congestion,growth,1,0,NOUN,NOUN,"It is, of course, limiting congestion and growth and encouraging public transport and improving the environmental conditions generally on both main roads and residential streets."
congratulation,joy,0,1,NOUN,NOUN,She sat down on a stone and wept while the sounds of joy and congratulation were all about her.
congratulations,gifts,1,0,NOUN,NOUN,Weather receiving congratulations and gifts it is open daily from 9am to 6pm.
congratulations,inquiries,1,0,NOUN,NOUN,Others paddled up with congratulations and inquiries.
congratulations,joy,0,1,NOUN,NOUN,All was joy and congratulations.
congratulations,praise,0,1,NOUN,NOUN,"A yelling mob of cowboys swept down onto the field, and, surrounding Bert, showered praise and congratulations."
congratulations,questions,1,0,NOUN,NOUN,They could not stir out of the house without being overwhelmed with congratulations and questions.
congratulations,surprises,0,1,NOUN,NOUN,Surprises and congratulations were the order of the moment.
congregation,priest,0,1,NOUN,NOUN,"The body of the church thus lay to the East of the sanctuary, and the altar was interposed between priest and congregation."
congregations,synods,0,1,NOUN,NOUN,"Synods and congregations, 133."
congressional,public,1,0,ADJ,ADJ,"He was the Veterans Administration's assistant deputy administrator for congressional and public affairs from 1983 to 1984, following three years as counsel to the chairman of the Senate Armed Services Committee."
congressman,senator,0,1,NOUN,NOUN,"Learn difference between senator and congressman."""
congressmen,kings,1,0,NOUN,NOUN,"I've gone to congressmen and kings... and dictators and mob bosses when I needed help, and I got it."
congressmen,senators,0,2,NOUN,NOUN,But Foreman wasn't the type of guy who had access to senators and congressmen.
congruent,parallel,0,1,NOUN,NOUN,"More generally a parallelotope, or ""voronoi parallelotope"", has parallel and congruent opposite facets."
conical,round,0,2,ADJ,ADJ,It has back (dorsum) with round and conical shaped tubercles and warts of many sizes.
conifer,deciduous,0,2,ADJ,NOUN,"They live in tropical evergreen rainforests and plantations at sea level, and in subtropical deciduous and conifer forests in the foothills of the Himalayas above ."
coniferous,deciduous,0,3,ADJ,ADJ,"Zakarpattia Oblast mostly consists of mountains and small hills covered with deciduous and coniferous forests, as well as alpine meadows."
conifers,cycads,0,1,NOUN,NOUN,"Earlier butterflies must have been adapted to a habitat of cycads and conifers, something which had not previously been suspected."
conjecture,rumours,0,1,NOUN,NOUN,And you bring me rumours and conjecture.
conjecture,talk,0,1,NOUN,NOUN,"None were aware of the reason for which they had been called out at such an hour, and there was a buzz of talk and conjecture until Sir John Kendall arrived."
conjectures,rumors,0,2,NOUN,NOUN,"What it was, the rank and file did not know, but rumors and conjectures ran riot."
conjunctions,prepositions,0,1,NOUN,NOUN,"These are basically prepositions and conjunctions, such as: de [of], e"
connected,conscious,1,0,ADJ,ADJ,These vehicles are designed to meet the needs of a new generation of connected and conscious consumers.
connected,consecutive,1,0,ADJ,ADJ,"Such magic consists of a connected and consecutive body of incantations and concomitant rites, no one of which can be torn out of its sequence and performed by itself."
connected,empowered,0,1,VERB,VERB,"On the other hand, a person might feel empowered and connected if they do a job that they do like."
connected,european,0,1,ADJ,ADJ,An Interpol notice is an international alert that is displayed in all European and connected countries.
connected,powerful,0,1,ADJ,VERB,"Republican Senator Ben Sasse said DeVos ""has made a career out of standing up to powerful and connected special interests on behalf of poor kids who are too often forgotten by Washington."""
connection,family,0,1,NOUN,NOUN,I have family and connection...
connection,technology,1,0,NOUN,NOUN,Shlain also gives convincing speeches that encourage people to think about where we are in the world in terms of connection and technology.
connections,friends,1,0,NOUN,NOUN,Also Friedenreich found it hard to make connections and friends in the world of Brazilian football due to the color of his skin.
connections,power,0,1,NOUN,NOUN,"He said that it's good to know people, who seem to have power and connections"
connections,resources,0,1,NOUN,NOUN,"Getting off the island takes resources and connections, two things that Gabriel's in short supply of."
connections,trading,0,2,NOUN,NOUN,"Because a part of the country is rich and another part is poor, there are often problems with trading and connections."
connoisseurs,ladies,0,1,NOUN,NOUN,"Good evening, ladies and connoisseurs of fine Tequila."
connotation,denotation,0,1,NOUN,NOUN,In order to understand fully the difference between denotation and connotation in the media studies and semiotics uses it is necessary to become familiar with some examples:
conquer,divide,0,12,VERB,NOUN,"Divide and conquer, also called divide and rule, is a strategy to gain and maintain power."
conquer,fight,0,2,VERB,NOUN,"Even if our enemies are in number like the grass, we do not turn away, but fight and conquer."
conquered,shivering,1,0,VERB,VERB,"The runaway, conquered and shivering, lashed out with one foreleg in a last hopeless display of terrified anger."
conquered,sulky,0,2,NOUN,VERB,"A few minutes later they returned--both flushed--Lucas grim and determined, and Zebedee sulky and conquered."
conqueror,king,1,0,NOUN,NOUN,"To all others on earth am I conqueror and king."""
conquerors,kings,0,1,NOUN,NOUN,"The advisers of kings and conquerors, in such circumstances as this, generally have the sagacity to discover what advice will be agreeable."
conquest,defence,1,0,NOUN,NOUN,"He is often hailed as Living Lion of Nepal and was posthumously awarded with National heroes of Nepal, who often led great battles of conquest and defence for Gurkhas in person."
conquest,exploration,0,1,NOUN,NOUN,It became the starting point of most of the Spanish expeditions of exploration and conquest of the other Caribbean islands and the adjacent lands in the continent.
conquest,glory,0,1,NOUN,NOUN,longing for glory and conquest.
conquest,plunder,2,0,NOUN,VERB,Wars throughout history have been waged for conquest and plunder and that is war in a nutshell.
conquest,settlement,1,0,NOUN,NOUN,"Internal conflicts, especially during the period of conquest and settlement that followed the early raids, caused the progressive centralisation of power into fewer hands."
conquest,triumph,0,1,NOUN,NOUN,Although he was by now sixty the most fantastic visions of triumph and conquest immediately floated before his eyes: he saw himself performing feats in the East which should altogether outshine those of Lucullus and Pompeius.
conquest,usurpation,0,4,NOUN,NOUN,"""William the Conqueror, whose cause was favoured by the pope, was soon submitted to by the English, who wanted leaders, and had been of late much accustomed to usurpation and conquest."
conquest,war,1,0,VERB,NOUN,"In a word, he had a noble character, though he devoted its energies unfortunately to conquest and war."
conrotatory,disrotatory,2,1,NOUN,ADJ,The following picture also shows the difference between conrotatory and disrotatory reactions:
cons,pros,0,5,NOUN,NOUN,Yeah erm there are pros and cons aren't there?
conscience,conviction,1,0,NOUN,NOUN,"Neverrtheless, Jane was prepared to risk everything out of conscience and conviction."
conscience,duty,1,0,NOUN,NOUN,"The matter did not require much consideration, and having once decided, Arthur Glyn was not the man to put off doing what conscience and duty declared to be right."
conscience,morals,1,0,NOUN,NOUN,It covers the whole ground of conscience and morals.
conscience,reason,0,1,NOUN,NOUN,"They are endowed with reason and conscience and should act towards one another in a spirit of brotherhood""."
conscience,responsibility,1,0,NOUN,NOUN,It's a question of conscience and responsibility.
conscientious,good,0,1,ADJ,ADJ,"I consider myself a good and conscientious young knight, but I am as nothing in that respect to my friend."
conscientious,obedient,1,0,ADJ,ADJ,"""There's no great harm in that; and after all, what reward does one receive for being conscientious and obedient?"""
conscientious,reliable,0,1,ADJ,ADJ,"The people who take this job on, are not necessarily the highest achievers, they tend to be looking for a job with a particular interest in that and are sort of reliable and conscientious people."
conscientious,tireless,0,1,NOUN,ADJ,"No less an authority than Canon Jessopp, that tireless and conscientious elucidator of ancient documents, is of opinion that the use of churches for setting forth miracle plays was rare."
conscientiousness,purity,0,1,NOUN,NOUN,We_ can hardly disconnect pious feeling from purity and conscientiousness.
conscious,depressed,1,0,ADJ,ADJ,"The news of the return of Hardy, Peters and Jones evidently reached Jackson before he came up from the landing, for when he appeared he had a conscious and depressed air."
conscious,proud,0,1,ADJ,ADJ,"Susan did manage to sit still in her chair at the table, but she turned every moment or two to smile happily upon Flip, who returned her glances with proud and conscious looks."
conscious,sentient,0,1,NOUN,ADJ,"And then I'll say, ""well how come you can do it to another animal who is also sentient and conscious and feels pain?"""
conscious,unconscious,5,0,ADJ,ADJ,"Obsessionals are very good at dividing up their minds as it were, but they're not necessarily divided up in the sense of conscious and unconscious."
consciousness,pride,0,1,NOUN,NOUN,On they came with pride and consciousness of exalted position and importance.
consciousness,seizure,1,0,NOUN,NOUN,Loss of consciousness and seizure.
consciousness,unconsciousness,1,0,NOUN,NOUN,"Er, but, you know, Freud discovered so much about consciousness and unconsciousness that erm, you ignore it, strikes me as just silly."
consecrated,quiet,0,1,ADJ,ADJ,"If, then, the organ's peal and the psalm-tunes reached over to her, where she stood in the kitchen, even this became a quiet and consecrated spot."
consecration,prayers,0,1,NOUN,NOUN,"After prayers and consecration, the body was put into a sarcophagus decorated with gold and gems."
consecutive,overall,1,0,ADJ,ADJ,The 2016–17 FC Augsburg season was the 110th season in the club's history and 6th consecutive and overall season in the Bundesliga.
consecutively,intelligently,0,1,ADV,ADV,No other great historian has dealt intelligently and consecutively with such phases of barbarism as he describes with such loving minuteness.
consensus,ranking,0,1,ADJ,NOUN,Ranking and consensus have been the subject of research for 200+ years.
consent,order,0,1,NOUN,NOUN,It is also called “Hukm wa Rizá” = order and consent.
consequence,means,0,1,NOUN,NOUN,"He was descended from one of the princes of Judah, and was a man of means and consequence."
consequences,decisions,0,1,NOUN,NOUN,There's decisions and consequences.
consequent,early,0,1,ADJ,ADJ,Nevertheless early and consequent treatment of the symptoms seems to be important.
consequent,unavoidable,1,0,ADJ,ADJ,The other idea was that he was destined to possess a negro servant with a consequent and unavoidable monkey attendant!
consequentialism,deontology,1,0,NOUN,NOUN,Virtue ethics is different from consequentialism and deontology.
consequently,tharfore,0,1,NOUN,ADV,"What does it mean, tharfore and consequently?"
conservation,education,1,0,NOUN,NOUN,If these people wanted to d if these people wanted to c and they really cared about conservation and education they'd do what the  care for the wild have done.
conservation,environmental,1,0,NOUN,ADJ,"WWF supports 15,000 conservation and environmental projects around the world."
conservation,heritage,0,2,NOUN,NOUN,"Reynolds was appointed Dame Commander of the Order of the British Empire (DBE) in the 2008 New Year Honours for ""services to heritage and conservation""."
conservation,preservation,1,0,NOUN,NOUN,"In recent weeks we've been taking a look at our Sussex heritage, and asking questions about conservation and preservation in our county."
conservation,research,0,1,NOUN,NOUN,Some deal more on research and conservation.
conservation,restraint,2,0,NOUN,NOUN,And I really do question whether the potential benefits of such such an exceptions policy really erm are worth undermining those strategic policies of conservation and restraint.
conservation,tourism,0,1,NOUN,NOUN,He believed tourism and conservation had excellent opportunities for Aboriginal people.
conservatism,liberalism,0,1,NOUN,NOUN,Its official ideologies are liberalism and conservatism.
conservative,democratic,1,0,ADJ,ADJ,Southern Illinois was historically a conservative and Democratic region.
conservative,dreary,0,1,ADJ,ADJ,"Philadelphia boasted only one newspaper, a dreary and conservative sheet which Bradford published."
conservative,eurosceptic,1,0,ADJ,ADJ,It is a conservative and Eurosceptic political party.
conservative,free,1,0,ADJ,ADJ,It is conservative and free market in its editorial policy.
conservative,labour,1,0,ADJ,ADJ,The Lib Dems negotiated separately with the Conservative and Labour parties to see if they could form a coalition government.
conservative,liberal,0,4,ADJ,ADJ,"Female voters, liberal and conservative."
conservative,libertarian,1,0,ADJ,ADJ,Most people say it is conservative and libertarian.
conservative,nationalist,0,1,ADJ,ADJ,"He 'invented' a new ideology, Fascism, much out of Nationalist and Conservative views."
conservative,religious,1,0,ADJ,ADJ,Eastern Turkey and Southeastern Turkey are made up of mostly Kurds–most of them are conservative and religious.
conservative,rich,0,1,ADJ,ADJ,"Mann was born in 1875 in Lübeck as son of a salesman and senator of the city of Lübeck, into a rich and conservative family."
conservatives,liberals,0,2,NOUN,NOUN,"Between 1858 and 1861 there was war again, between liberals and conservatives."
conservatives,men,1,0,NOUN,NOUN,"It stood, to the majority of Conservatives and men of wealth and standing, for nothing but disorder and insecurity, with revolution in the background."
